tag,year,count,pct
PowerShell,2008,569,0.0709886131270297
PowerShell,2009,2388,0.06418526641723649
PowerShell,2010,3160,0.05079394471882819
PowerShell,2011,6000,0.058899538688996396
PowerShell,2012,10122,0.07660623916268064
PowerShell,2013,14139,0.08877758186167073
PowerShell,2014,17928,0.11137615338896799
PowerShell,2015,20889,0.12679358691160467
PowerShell,2016,17228,0.1453074131493425
Python,2008,10185,1.270683698943405
Python,2009,52657,1.4153281297036941
Python,2010,91370,1.4686844078985226
Python,2011,130428,1.2803581720214037
Python,2012,186173,1.4090113973161176
Python,2013,260678,1.636775053719259
Python,2014,294042,1.8267105586121666
Python,2015,346070,2.100601111709466
Python,2016,273873,2.3099475946975785
R,2008,35,0.004366610649290051
R,2009,1904,0.05117619231927063
R,2010,7175,0.11533118777138995
R,2011,16975,0.1666366115409523
R,2012,31287,0.23678911328618743
R,2013,55158,0.34633240401202586
R,2014,73178,0.45461201208712065
R,2015,93879,0.5698336514756348
R,2016,73582,0.6206181840233875
Ruby,2008,3412,0.4256821581536473
Ruby,2009,22623,0.6080667010708296
Ruby,2010,47911,0.7701230017163853
Ruby,2011,82216,0.8070807454757546
Ruby,2012,96349,0.7291972472915547
Ruby,2013,111371,0.6992890635487751
Ruby,2014,103706,0.6442645785004637
Ruby,2015,98371,0.5970995231021812
Ruby,2016,64820,0.546716189943138
Rust,2010,4,6.429613255547873e-05
Rust,2011,2,1.9633179562998798e-05
Rust,2012,66,0.0004995071907465838
Rust,2013,317,0.001990416115011643
Rust,2014,2387,0.014829031578506614
Rust,2015,5160,0.03132054710440328
Rust,2016,3524,0.029722737632823484
SASS,2008,8,0.0009980824341234403
SASS,2009,80,0.0021502601814819594
SASS,2010,299,0.004806135908522034
SASS,2011,971,0.009531908677835916
SASS,2012,2163,0.016370212933103954
SASS,2013,3995,0.02508426618129815
SASS,2014,5151,0.032000143134012386
SASS,2015,4040,0.02452228881817621
SASS,2016,3716,0.03134213764006018
SQL,2008,5253,0.655365878306304
SQL,2009,35286,0.9484260095471552
SQL,2010,70579,1.1344891849082832
SQL,2011,126979,1.2465007538650124
SQL,2012,168053,1.2718739685838736
SQL,2013,202996,1.2745946677694115
SQL,2014,203482,1.264114371033801
SQL,2015,188365,1.1433517161474658
SQL,2016,129849,1.0951951642691533
SVG,2008,146,0.018215004422752788
SVG,2009,514,0.013815421666021588
SVG,2010,1240,0.019931801092198404
SVG,2011,2815,0.02763370023492081
SVG,2012,5236,0.039627570465895656
SVG,2013,7314,0.045923985694621944
SVG,2014,9290,0.0577133235711464
SVG,2015,10916,0.06625873879683454
SVG,2016,8029,0.06771959717762195
Scala,2008,89,0.011103667079623274
Scala,2009,2247,0.06039543284737453
Scala,2010,7193,0.11562052036788961
Scala,2011,13411,0.13165028555968844
Scala,2012,15413,0.1166500656208651
Scala,2013,21946,0.13779707274462308
Scala,2014,25706,0.15969630739718937
Scala,2015,30982,0.1880568198427563
Scala,2016,23266,0.19623416962692145
Scheme,2008,334,0.041669941624653636
Scheme,2009,1000,0.026878252268524493
Scheme,2010,1423,0.022873349156611555
Scheme,2011,1771,0.017385180503035436
Scheme,2012,2305,0.017444910222285996
Scheme,2013,2982,0.01872372509452593
Scheme,2014,2298,0.014276126756350314
Scheme,2015,1974,0.011981930229475208
Scheme,2016,1287,0.010855040673508462
Silverlight,2008,1308,0.1631864779791825
Silverlight,2009,8207,0.2205898163677805
Silverlight,2010,16597,0.2667807280058201
Silverlight,2011,20828,0.2044599319690695
Silverlight,2012,11845,0.08964640415747403
Silverlight,2013,5827,0.03658723880811623
Silverlight,2014,3727,0.023153665979511583
Silverlight,2015,1896,0.011508480098827252
Silverlight,2016,747,0.006300478153155262
Smalltalk,2008,110,0.013723633469197305
Smalltalk,2009,411,0.011046961682363566
Smalltalk,2010,365,0.005867022095687433
Smalltalk,2011,595,0.005840870919992143
Smalltalk,2012,470,0.0035570966613771883
Smalltalk,2013,753,0.004728023137551316
Smalltalk,2014,495,0.003075144797386164
Smalltalk,2015,497,0.0030167271145132616
Smalltalk,2016,302,0.002547181261382716
Swift,2009,52,0.0013976691179632735
Swift,2010,75,0.001205552485415226
Swift,2011,99,0.0009718423883684406
Swift,2012,135,0.0010217192537998307
Swift,2013,186,0.001167878225211879
Swift,2014,36297,0.2254919812337891
Swift,2015,120164,0.7293802756305263
Swift,2016,97833,0.8251602130624347
Tcl,2008,54,0.006737056430333222
Tcl,2009,354,0.00951490130305767
Tcl,2010,609,0.009789086181571635
Tcl,2011,965,0.00947300913914692
Tcl,2012,1554,0.011761123854851384
Tcl,2013,2349,0.014749171779691954
Tcl,2014,2202,0.01367973503806936
Tcl,2015,2042,0.01239468162542471
Tcl,2016,1536,0.012955200057893551
TypeScript,2012,1339,0.010133941339540542
TypeScript,2013,2895,0.018177459473055855
TypeScript,2014,3866,0.024017191488272548
TypeScript,2015,7664,0.04651951027289666
TypeScript,2016,18934,0.15969645696364354
VB.NET,2008,4072,0.5080239589688311
VB.NET,2009,17581,0.4725465531329291
VB.NET,2010,22365,0.3594957511508204
VB.NET,2011,29897,0.29348658469748756
VB.NET,2012,33777,0.25563415730071765
VB.NET,2013,45259,0.2841774225530345
VB.NET,2014,42367,0.2632013325875952
VB.NET,2015,35284,0.21416941551003205
VB.NET,2016,23146,0.1952220446223985
VB6,2008,1024,0.12775455156780036
VB6,2009,3256,0.08751558938631575
VB6,2010,3243,0.05212808946935437
VB6,2011,3228,0.031687951814680065
VB6,2012,3311,0.025058610735786958
VB6,2013,3245,0.020375079789314767
VB6,2014,2715,0.016866703282633205
VB6,2015,2094,0.01271031504585668
VB6,2016,1425,0.012018984428709837
VBA,2008,679,0.084712246596227
VBA,2009,3879,0.1042607405496065
VBA,2010,4931,0.0792610574077664
VBA,2011,7662,0.0752147109058484
VBA,2012,12042,0.0911373574389449
VBA,2013,21893,0.1374642902395896
VBA,2014,30369,0.18866479262994024
VBA,2015,42801,0.25979665438286137
VBA,2016,34350,0.28972078254468975
VBScript,2008,593,0.07398286042940001
VBScript,2009,1751,0.04706381972218639
VBScript,2010,2272,0.03652020329151191
VBScript,2011,3001,0.0294595859342797
VBScript,2012,4392,0.03323993305695449
VBScript,2013,5828,0.03659351772330554
VBScript,2014,5911,0.036721577570403265
VBScript,2015,5701,0.03460434865158975
VBScript,2016,3771,0.03180602826713319
XSLT,2008,870,0.10854146471092414
XSLT,2009,4134,0.11111469487808025
XSLT,2010,6063,0.09745686292096688
XSLT,2011,8860,0.08697498546408468
XSLT,2012,10243,0.07752200234571605
XSLT,2013,11107,0.06973991100767923
XSLT,2014,9999,0.062117924907200514
XSLT,2015,8515,0.051684972595735255
XSLT,2016,5566,0.04694573145978874
iOS,2008,284,0.03543192641138213
iOS,2009,1595,0.04287081236829656
iOS,2010,9081,0.14596829493407557
iOS,2011,85318,0.8375318069779658
iOS,2012,183343,1.3875931344401655
iOS,2013,211736,1.3294723865239912
iOS,2014,222320,1.3811438209189737
iOS,2015,244289,1.482803320075111
iOS,2016,155951,1.3153492215029667
iPhone,2008,2282,0.28470301433371137
iPhone,2009,39219,1.054138175719262
iPhone,2010,100039,1.608030201179384
iPhone,2011,153890,1.5106750014749426
iPhone,2012,128288,0.9709208861590569
iPhone,2013,82507,0.5180544555244972
iPhone,2014,42194,0.2621265850119431
iPhone,2015,34843,0.21149260130983014
iPhone,2016,17961,0.1514898100519701
